Manufacturer,Model,ICAO Type Designator,ICAO WTC,MCTOM (Kg),UK Departure WTC,UK Arrival WTC,Common Name
FMP,Qualt,QALT,L,0,L,L,
FOCKE-WULF,Stieglitz,FW44,L,0,L,L,
FOCKE-WULF,Fw-190 Replica,FW90,L,0,L,L,
FOKKER,D-7 Replica,D7,L,0,L,L,
FOKKER,D-8 Replica,D8,L,0,L,L,
FOKKER,Fokker Dr-1,DR1,L,0,L,L,
FOKKER,100,F100,M,45810,M,LM,
FOKKER,F-27 Friendship,F27,M,20820,S,S,
FOKKER,F-28 Fellowship,F28,M,33112,S,S,
FOKKER,Fokker 50,F50,M,20820,S,S,
FOKKER,60,F60,M,22950,S,S,
FOKKER,70,F70,M,41730,M,LM,
FOKKER,Instructor,S11,L,0,L,L,
FOKKER,Super Universal,SUNV,L,2517,L,L,
FORD,Tri-Motor,TRIM,L,6350,L,L,
FOUND,Centennial,CENT,L,1642,L,L,
FOUND,FBA-2 Bush Hawk,FBA2,L,1724,L,L,
FOUR WINDS,192,FW19,L,0,L,L,
FOUR WINDS,FX-210,FW21,L,0,L,L,
FOURNIER,RF-10,RF10,L,850,L,L,
FOURNIER,RF-3,RF3,L,350,L,L,
FOURNIER,RF-47,RF47,L,620,L,L,
FOXCON,Terrier,TERR,L,0,L,L,
FREE SPIRIT,RC-412 Free Spirit,FREE,L,0,L,L,
FREEDOM,Phoenix,PHNX,L,0,L,L,
FREEWING,Freebird Mk5,FBIR,L,0,L,L,
FRONTIER,Frontier MD-2,FRON,L,0,L,L,
FRY,VF-2 Esprit,VF2,L,0,L,L,
FUJI,AH-64 Longbow Apache,H64,M,10433,S,S,
FUJI,Longbow Apache,H64,M,10433,S,S,
FUJI,AH-1 HueyCobra,HUCO,L,4536,L,L,
FUJI,HueyCobra,HUCO,L,4536,L,L,
FUJI,TL-1,KM2,L,0,L,L,
FUJI,Aero Subaru,SUBA,L,1150,L,L,
FUJI,T-1,T1,L,0,L,L,
FUJI,Mentor,T34P,L,1354,L,L,
FUJI,T-3Kai,T34T,L,1950,L,L,
FUJI,KM-2D,T5,L,1805,L,L,
FUJI,T-7,T7,L,0,L,L,
FUJI,204,UH1,L,3856,L,L,
FUJI,205,UH1,L,4763,L,L,
FUJI,UH-1,UH1,L,5080,L,L,
FUNK,B,FNKB,L,0,L,L,
GAF,N-22 Nomad,NOMA,L,4264,L,L,
GAME COMPOSITES,GB-1 GameBird,GB1,L,999,L,L,
GANZAVIA,GAK-22 Dinó,DINO,L,0,L,L,
GARDAN,GY-100 Bagheera,GY10,L,0,L,L,
GARRISON,Melmoth 2,MEL2,L,0,L,L,
GATARD,AG-02 Poussin,AG02,L,0,L,L,
GAVILAN,EL-1 Gavilan 358,GAVI,L,1905,L,L,
GENERAL AIRCRAFT,Skyfarer,G180,L,612,L,L,
GENERAL ATOMICS,MQ-1 Predator,Q1,L,2250,L,L,
GENERAL ATOMICS,MQ-9 Reaper,Q9,L,4763,L,L,
GENERAL AVIA,Airone,ARON,L,0,L,L,
GENERAL AVIA,Condor,CNDR,L,0,L,L,
GENERAL AVIA,Pegaso,PEGA,L,2170,L,L,
GENERAL AVIA,F-22 Pinguino,PINO,L,899,L,L,
GENERAL DYNAMICS,F-111 Raven,F111,M,45300,M,LM,
GENERAL DYNAMICS,F-16 Fighting Falcon,F16,M,21772,S,S,
GILES,G-222,CP22,L,726,L,L,
GILES,G-200,G200,L,685,L,L,
GILES,G-202,G202,L,726,L,L,
GILES,G-300,G300,L,0,L,L,
GIPPSAERO,GA-10,GA10,L,2155,L,L,
GIPPSLAND,Fatman,GA20,L,1524,L,L,
GIPPSLAND,Airvan,GA8,L,1905,L,L,
GLASER-DIRKS,DG-400,DG40,L,480,L,L,
GLASER-DIRKS,DG-500M,DG50,L,825,L,L,
GLASER-DIRKS,DG-600M,DG60,L,525,L,L,
GLASER-DIRKS,DG-800,DG80,L,600,L,L,
GLASS,STOLGlass,SG70,L,0,L,L,
GLOBAL,Huey 800,UH1,L,5080,L,L,
GLOSTER,Gauntlet,GAUN,L,1801,L,L,
GLOSTER,Gladiator,GLAD,L,2206,L,L,
GLOSTER,Meteor,METR,M,7121,L,L,
GM&T,GM&T Pretty Flight,PRET,L,0,L,L,
GOAIR,Trainer,GOTR,L,0,L,L,
GOBOSH,G-700,AAT4,L,600,L,L,
GOLDEN CAR,Brio,F30,L,0,L,L,
GOLDEN CIRCLE,T-Bird 2 Cargo,TBR3,L,0,L,L,
GOMOLZIG,RF-9,RF9,L,0,L,L,
GRIFFON,Lionheart,LION,L,0,L,L,
GRIFFON AERO,Griffon,GRFN,L,0,L,L,
GRINVALDS,Orion,G800,L,0,L,L,
GROB,Strato 1,EGRT,L,4700,L,L,
GROB,Twin 3SL,G103,L,730,L,L,
GROB,Ranger/Vigilant (G-109),G109,L,850,L,L,
GROB,Tutor,G115,L,1440,L,L,
GROB,G-120 Snunit,G120,L,1490,L,L,
GROB,G-120TP,G12T,L,1625,L,L,
GROB,Prefect,G12T,L,1625,L,L,
GROB,G-140TP,G140,L,0,L,L,
GROB,Acro,G15T,L,1440,L,L,
GROB,Ranger (G-160),G160,L,0,L,L,
GROB,G-850 Strato 2C,G850,M,0,,,
GROB,GF-200,GF20,L,0,L,L,
GROB,G-180 SPn Utility Jet,GSPN,L,0,L,L,
GROPPO,SG-70 STOLGlass,G70,L,600,L,L,
GROPPO,Trial,TRAL,L,590,L,L,
GROSSO,Easy Eagle,EAEA,L,0,L,L,
GROVE,Whisper,WHIS,L,0,L,L,
GRUMMAN,A-6 Intruder,A6,M,28000,S,S,
GRUMMAN,Bearcat,BCAT,L,4627,L,L,
GRUMMAN,C-2 Greyhound,C2,M,24687,S,S,
GRUMMAN,F-14 Tomcat,F14,M,33725,S,S,
GRUMMAN,G-79 Panther,F9F,L,0,L,L,
GRUMMAN,TC-4 Academe,G159,M,16329,L,L,
GRUMMAN,C-1 Trader,G96,M,14000,L,L,
GRUMMAN,Hellcat,HCAT,L,0,L,L,
GRUMMAN,Tracker,S2P,M,13222,L,L,
GRUMMAN,Avenger,TBM,M,7983,L,L,
GRUMMAN,Tigercat,TCAT,M,11600,L,L,
GRUMMAN,AO-1 Mohawk,V1,M,7257,L,L,
GRUMMAN,Wildcat,WCAT,L,0,L,L,
GRUMMAN,X-29,X29,M,0,,,
GRYF,MD-3 Rider,MD3R,L,480,L,L,
GRYF,P-27 Skyster,P27,L,600,L,L,
GUERIN,G-1,G1,L,0,L,L,
GUIMBAL,Cabri,G2CA,L,700,L,L,
GUIMBAL,G-2 Cabri,G2CA,L,700,L,L,
GUIZHOU,FTC-2000 Shanying,JL9,M,9800,L,L,
GULFSTREAM AEROSPACE,Gulfstream G500 (G-7),GA5C,M,36106,S,S,
GULFSTREAM AEROSPACE,Gulfstream G600,GA6C,M,42910,M,LM,
GULFSTREAM AEROSPACE,Gulfstream G700,GA7C,M,48807,M,LM,
GULFSTREAM AEROSPACE,Gulfstream G400/G450,GLF4,M,35520,S,S,
GULFSTREAM AEROSPACE,Gulfstream G500/G550,GLF5,M,41050,M,LM,
GULFSTREAM AEROSPACE,Gulfstream G650,GLF6,M,46991,M,LM,
GULFSTREAM AMERICAN,AA-1 T-Cat,AA1,L,726,L,L,
GULFSTREAM AMERICAN,G-1159 Gulfstream 2,GLF2,M,31615,S,S,
GULFSTREAM AMERICAN,G-1159A Gulfstream 3,GLF3,M,31615,S,S,
GYROFLUG,SC-01 Speed Canard,SC01,L,680,L,L,
HALBERSTADT,D-4 Replica,HLD4,L,0,L,L,
HALL,WH-4 HARPOON,WH4,L,0,L,L,
HALLEY,Apollo Fox,AFOX,L,575,L,L,
HALSTED,Saffire,SAFF,L,0,L,L,
HARBIN,H-410 Haitun,AS65,L,4300,L,L,
HARBIN,H-425 Haitun,AS65,L,4300,L,L,
HARBIN,Haitun,AS65,L,4300,L,L,
HARBIN,WZ-9 Haitun,AS65,L,4300,L,L,
HARBIN,Z-9 Haitun,AS65,L,4300,L,L,
HARBIN,HC-120,EC20,L,1715,L,L,
HARBIN,Xuanfeng,MI4,M,7800,S,S,
HARBIN,Z-5,MI4,M,7800,S,S,
HARBIN,Z-5 Xuanfeng,MI4,M,7800,S,S,
HARBIN,Y-11,Y11,L,0,L,L,
HARBIN,Harbinger,Y12,L,5670,L,L,
HARBIN,Aircar,Y12F,M,8400,L,L,
HARMON (1),1-2 Mister America,MRAM,L,0,L,L,
HARMON (2),Rocket,HROC,L,0,L,L,
HAT,LS-2,LS2,L,0,L,L,
HAWKER,Cygnet Replica,CYGT,L,0,L,L,
HAWKER,Sea Fury,FURY,L,5670,L,L,
HAWKER,Hind,HIND,L,0,L,L,
HAWKER,Hunter,HUNT,M,11158,L,L,
HAWKER,Sea Hurricane,HURI,L,3480,L,L,
HAWKER,Sea Hawk,SHAW,M,5996,L,L,
HAWKER BEECHCRAFT,4000 Hawker Horizon,HA4T,M,17916,S,S,
HAWKER DE HAVILLAND,Black Hawk,H60,M,10659,S,S,
HAWKER DE HAVILLAND,S-70 Black Hawk,H60,M,10659,S,S,
HAWKER SIDDELEY,Buccaneer,BUC,M,28000,S,S,
HAWKER SIDDELEY,Gnat,GNAT,L,2175,L,L,
HAWKER SIDDELEY,HS-125-1,H25A,M,14061,L,L,
HB-AIRCRAFT,Fledger,H202,L,0,L,L,
HB-FLUGTECHNIK,Tornado,H204,L,0,L,L,
HB-FLUGTECHNIK,HB-207 Alfa,H207,L,0,L,L,
HB-FLUGTECHNIK,HB-23 Hobbyliner,HB23,L,760,L,L,
HEINKEL,He-111,H111,M,14075,L,L,
HELIBRAS,Esquilo (HB-350),AS50,L,2500,L,L,
HELIBRAS,H-50 Esquilo,AS50,L,2500,L,L,
HELIBRAS,HA-1 Esquilo,AS50,L,2500,L,L,
HELIBRAS,HB-350 Esquilo,AS50,L,2500,L,L,
HELIBRAS,UH-12 Esquilo,AS50,L,2500,L,L,
HELIBRAS,CH-55 Esquilo,AS55,L,2600,L,L,
HELIBRAS,Esquilo (HB-355),AS55,L,2600,L,L,
HELIBRAS,HB-355 Esquilo,AS55,L,2600,L,L,
HELIBRAS,UH-13 Esquilo,AS55,L,2600,L,L,
HELIBRAS,VH-55 Esquilo,AS55,L,2600,L,L,
HELIBRAS,AS-365 Dauphin 2,AS65,L,4300,L,L,
HELIBRAS,AS-565 Panther,AS65,L,4300,L,L,
HELIBRAS,Dauphin 2,AS65,L,4300,L,L,
HELIBRAS,HM-1 Panther,AS65,L,4300,L,L,
HELIBRAS,Panther,AS65,L,4300,L,L,
HELIBRAS,Gaviao,LAMA,L,2300,L,L,
HELIBRAS,HB-315 Gaviao,LAMA,L,2300,L,L,
HELICOM,Commuter,COMU,L,3856,L,L,
HELICOM,H-1 Commuter,COMU,L,3856,L,L,
HELIO,H-395 Super Courier,COUR,L,1814,L,L,
HELIO,Stallion,STLN,L,2631,L,L,
HELIO,U-5 Twin Courier,TCOU,L,2041,L,L,
HELIPRO,S-61 Shortsky,S61,M,9980,S,S,
HELIPRO,Shortsky,S61,M,9980,S,S,
HELI-SPORT,CH-7 Kompress,CH7,L,500,L,L,
HELI-SPORT,Kompress,CH7,L,500,L,L,
HELIVERT,AW-139,A139,L,7000,S,S,
HELOWERKS,HX-2 Wasp,HX2,L,600,L,L,
HELOWERKS,Wasp,HX2,L,600,L,L,
HESA,IRAN-140 Faraz,A140,M,21500,S,S,
HESA,Shahed 278,S278,L,1450,L,L,
HESA,Shahed OH-78,S278,L,1450,L,L,
HESA,Shahed 285,S285,L,1450,L,L,
HESA,Shahed AH-85,S285,L,1450,L,L,
HIGHER CLASS,Super Hornet,SHOR,L,0,L,L,
HILLBERG,EH1-01 Rotormouse,RMOU,L,600,L,L,
HILLBERG,Rotormouse,RMOU,L,600,L,L,
HILLER,FH-1100,FH11,L,1248,L,L,
HILLER,UH-12E3T,H12T,L,1588,L,L,
HILLER,UH-12E4T,H12T,L,1588,L,L,
HILLER,UH-12ET,H12T,L,1588,L,L,
HILLER,H-23 Raven,UH12,L,1406,L,L,
HILLER,HTE Raven,UH12,L,1134,L,L,
HILLER,OH-23 Raven,UH12,L,1406,L,L,
HILLER,Raven,UH12,L,1588,L,L,
HILLER,UH-12B,UH12,L,1134,L,L,
HILLER,UH-12C,UH12,L,1134,L,L,
HILLER,UH-12E,UH12,L,1588,L,L,
HILLER,UH-12E3,UH12,L,1588,L,L,
HILLER,UH-12E4,UH12,L,1588,L,L,
HILLER,UH-12E5,UH12,L,1588,L,L,
HILLER,UH-12L3,UH12,L,1406,L,L,
HILLER,UH-12L4,UH12,L,1406,L,L,
HILLER,UH-12SL3,UH12,L,1406,L,L,
HILLER,UH-12SL4,UH12,L,1406,L,L,
HINDUSTAN,ALH Dhruv,ALH,L,5580,L,L,
HINDUSTAN,Dhruv,ALH,L,5580,L,L,
HINDUSTAN,Chetak,ALO3,L,2300,L,L,
HINDUSTAN,Chetan,ALO3,L,2300,L,L,
HINDUSTAN,SA-316 Chetak,ALO3,L,2250,L,L,
HINDUSTAN,SA-316 Chetan,ALO3,L,2250,L,L,
HINDUSTAN,SE-3160 Chetak,ALO3,L,2100,L,L,
HINDUSTAN,Pushpak,AR11,L,0,L,L,
HINDUSTAN,Basant,HA31,L,0,L,L,
HINDUSTAN,HJT-16 Kiran,HT16,L,0,L,L,
HINDUSTAN,HT-2,HT2,L,0,L,L,
HINDUSTAN,Deepak,HT32,L,0,L,L,
HINDUSTAN,HTT-34,HT34,L,0,L,L,
HINDUSTAN,HJT-36 Sitara,HT36,L,0,L,L,
HINDUSTAN,Cheetah,LAMA,L,2300,L,L,
HINDUSTAN,Cheetal,LAMA,L,2300,L,L,
HINDUSTAN,Lancer,LAMA,L,2300,L,L,
HINDUSTAN,SA-315 Cheetah,LAMA,L,2300,L,L,
HINDUSTAN,SA-315 Cheetal,LAMA,L,2300,L,L,
HINDUSTAN,SA-315 Lancer,LAMA,L,2300,L,L,
HINDUSTAN,LCH,LCH,L,5800,L,L,
HIRTH,Hi-27 Acrostar,HI27,L,0,L,L,
HISPANO,HA-220 Super Saeta,SATA,L,0,L,L,
HISTORICAL AIRCRAFT,PZL P-11C,HPZL,L,0,L,L,
HISTORICAL AIRCRAFT,Ryan Trainer,HRYA,L,0,L,L,
HOAC,Katana,DV20,L,800,L,L,
HOFFMANN,H-36 Dimona,DIMO,L,930,L,L,
HOFFMANN,H-40,H40,L,850,L,L,
HOLCOMB,Perigee,PGEE,L,0,L,L,
HONDA,HondaJet HA-420,HDJT,L,5035,L,L,
HONDA-MISSISSIPPI,MH-02,MH02,L,0,L,L,
HONGDU,L-15 Lieying,L15,M,9500,L,L,
HONGDU MD HELICOPTERS,MD-600N,MD60,L,1860,L,L,
HOVEY,Beta Bird,BBIR,L,0,L,L,
HOWARD (1),DGA-15,DG15,L,2302,L,L,
HOWARD HUGHES,Australian LightWing Speed SP-2000,LW20,L,0,L,L,
HOWARD HUGHES,Australian LightWing Speed SP-4000,LW40,L,0,L,L,
HOWARD HUGHES,Australian LightWing GR-912,LWIN,L,480,L,L,
HOWARD HUGHES,Pocket Rocket PR-Bipe,PRBP,L,0,L,L,
HOWARD HUGHES,Pocket Rocket PR-Breeze,PRBR,L,0,L,L,
HOWARD HUGHES,Pocket Rocket PR-XP,PRPR,L,0,L,L,
HPA (1),Alekto,TT62,L,0,L,L,
HPA (2),M-1 SpeedCruiser,M1SC,L,0,L,L,
HUGHES,200,H269,L,1157,L,L,
HUGHES,269,H269,L,1157,L,L,
HUGHES,280,H269,L,1157,L,L,
HUGHES,300,H269,L,1157,L,L,
HUGHES,269 Sky Knight,H269,L,1157,L,L,
HUGHES,300 Sky Knight,H269,L,1157,L,L,
HUGHES,Hkp5,H269,L,1157,L,L,
HUGHES,Osage,H269,L,1157,L,L,
HUGHES,Sky Knight,H269,L,1157,L,L,
HUGHES,TH-300,H269,L,1157,L,L,
HUGHES,TH-55 Osage,H269,L,1157,L,L,
HUGHES,369,H500,L,1519,L,L,
HUGHES,500,H500,L,1519,L,L,
HUGHES,500 Defender,H500,L,1519,L,L,
HUGHES,530F,H500,L,1519,L,L,
HUGHES,AH-6C,H500,L,1519,L,L,
HUGHES,AH-6G,H500,L,1519,L,L,
HUGHES,Cayuse,H500,L,1519,L,L,
HUGHES,Defender,H500,L,1519,L,L,
HUGHES,MH-6B,H500,L,1519,L,L,
HUGHES,MH-6C,H500,L,1519,L,L,
HUGHES,MH-6E,H500,L,1519,L,L,
HUGHES,MH-6H,H500,L,1519,L,L,
HUGHES,OH-6 Cayuse,H500,L,1519,L,L,
HUGHES,77 Apache,H64,M,10433,S,S,
HUGHES,AH-64 Apache,H64,M,10433,S,S,
HUGHES,Apache,H64,M,10433,S,S,
HUGHES,JAH-64 Apache,H64,M,10433,S,S,
HUMBERT,Moto Du Ciel,MOTO,L,450,L,L,
HUMBERT,Tetras,TTRS,L,495,L,L,
HUMMEL,Hummel Bird,HUML,L,0,L,L,
HUNTING PERCIVAL,Jet Provost,JPRO,L,3357,L,L,
HUREL-DUBOIS,HD-34,HD34,M,19980,S,S,
HUZHOU TAIXIANG,Exec,EXEC,L,700,L,L,
HYDROPLANE,Cicada,CICA,L,0,L,L,
HYNES,H-2,BRB2,L,758,L,L,
HYUNDAI,BK-117,BK17,L,3700,L,L,
IAI,102 Arava,ARVA,L,6867,L,L,
IAI,Gulfstream G100,ASTR,M,11839,L,L,
IAI,Gulfstream G150,G150,M,11839,L,L,
IAI,Gulfstream G250,G250,M,17962,S,S,
IAI,Gulfstream G280,G280,M,17962,S,S,
IAI,Galaxy,GALX,M,16171,L,L,
IAI,Commodore Jet,JCOM,M,7938,L,L,
IAI,Kfir,KFIR,M,16500,L,L,
IAI,Dagger,MIRA,M,16200,L,L,
IAI,1123 Westwind,WW23,M,9389,L,L,
IAI,Westwind (1124),WW24,M,10659,L,L,
IANNOTTA,I-66 San Francisco,I66,L,0,L,L,
IAR,Katty,IR46,L,750,L,L,
IAR,IAR-330 Puma,PUMA,M,7400,S,S,
IAR,Puma,PUMA,M,7400,S,S,
IBIS (1),Ae-270 Ibis,A270,L,3800,L,L,
IBIS (2),Grand Magic,GMGC,L,1020,L,L,
IBIS (2),Magic,MAGC,L,700,L,L,
IBIS (2),Arrow,URRA,L,600,L,L,
ICA,Alouette 3,ALO3,L,2300,L,L,
ICA,IAR-316 Alouette 3,ALO3,L,2250,L,L,
ICA,IAR-828,I828,L,0,L,L,
ICA,IAR-821,IR21,L,0,L,L,
ICA,IAR-826,IR22,L,0,L,L,
ICA,IAR-823,IR23,L,0,L,L,
ICA,IAR-824,IR24,L,0,L,L,
ICA,Triumf,IR25,L,0,L,L,
ICA,IAR-827 Dacic,IR27,L,0,L,L,
ICA,IS-28MA,IR28,L,780,L,L,
ICA,Pelican,IR31,L,0,L,L,
ICA,IS-28M2,IS28,L,780,L,L,
ICA,Ka-126,K126,L,3500,L,L,
ICA,IAR-330 Puma,PUMA,M,7400,S,S,
ICA,Puma,PUMA,M,7400,S,S,
ICP,SA-2 Vimana,SA2,L,0,L,L,
ICP,MXP-740 Savannah,SVNH,L,600,L,L,
ICP,Ventura,VNTR,L,800,L,L,
IFB,E-Genius,GENI,L,0,L,L,
III,Sky Arrow,SKAR,L,710,L,L,
III,Speed Arrow,SPAR,L,0,L,L,
IKAR,Ai-10 Ikar,AI10,L,0,L,L,
IKARUS,C-42 Bison,C42,L,992,L,L,
ILYUSHIN,Be-976,A50,H,190000,H,H,
ILYUSHIN,Il-103,I103,L,1310,L,L,
ILYUSHIN,Il-114,I114,M,23500,S,S,
ILYUSHIN,Il-14,IL14,M,17250,S,S,
ILYUSHIN,Il-20,IL18,M,64000,M,LM,
ILYUSHIN,Il-28,IL28,M,19960,S,S,
ILYUSHIN,Il-38,IL38,M,66000,M,LM,
ILYUSHIN,Il-62,IL62,H,165000,H,H,
ILYUSHIN,Il-76,IL76,H,170000,H,H,
ILYUSHIN,Il-86,IL86,H,215000,H,H,
ILYUSHIN,Il-96,IL96,H,270000,H,H,
IMPULSE,Impulse,IMPU,L,0,L,L,
INDAER CHILE,Aviojet,C101,L,0,L,L,
INNOVAVIATION,FX-1,FX1,L,600,L,L,
INPAER,Conquest,INCQ,L,0,L,L,
INPAER,Excel,INEC,L,0,L,L,
INPAER,Explorer,INEX,L,0,L,L,
INSTYTUT LOTNICTWA,IS-2,IS2,L,800,L,L,
INTER-AIR,14 Bellanca 260B,B14C,L,975,L,L,
INTERAVIA,I-3,I3,L,0,L,L,
INTERNATIONAL HELICOPTERS,Commuter,COMU,L,3856,L,L,
INTERNATIONAL HELICOPTERS,H-1 Commuter,COMU,L,3856,L,L,
INTERPLANE,Skyboy,SBOY,L,0,L,L,
INTERSTATE,Arctic Tern,S1,L,522,L,L,
INTRACOM,Viper,GM17,L,0,L,L,
ION,Ion,ION,L,0,L,L,
IPAI,Tuca,IP26,L,0,L,L,
IPE,IPE-06 Curucaca,IP06,L,0,L,L,
IPE,IPE-010,IP10,L,0,L,L,
IPE,IPE-06A,IP6A,L,0,L,L,
IPT,IPT-16 Surubim,SURU,L,0,L,L,
IRGC,Shahed 274,S274,L,1500,L,L,
IRIAF,Saeghe,F5SA,M,0,S,S,
IRIAF,JT-2-2 Tazarve,TZRV,L,0,L,L,
IRKUT,MC-21-300,MC23,M,79250,M,LM,
ISAACS,Fury,IFUR,L,0,L,L,
ISAACS,Spitfire,ISPT,L,0,L,L,
ISAE,Omega 2,OMGA,L,1000,L,L,
ISRAVIATION,ST-50,ST50,L,0,L,L,
ISSOIRE,Lion (APM-30),APM3,L,750,L,L,
ISSOIRE,Simba,APM4,L,985,L,L,
ISTRA,Ezhik,EZIK,L,0,L,L,
J & AS,J-6 Fregata,JAJ6,L,440,L,L,
JABIRU,Jabiru J160,JAB2,L,540,L,L,
JABIRU,Jabiru SP-6,JABI,L,0,L,L,
JACKAROO,Thruxton Jackaroo,JARO,L,0,L,L,
JAG HELICOPTER,JAG,JAG2,L,1400,L,L,
JAVELIN,Wichawk,WICH,L,0,L,L,
JEFFAIR,Barracuda,BARC,L,0,L,L,
JETSTREAM,HP-137 Jetstream 1,JS1,L,6001,L,L,
JETSTREAM,Jetstream 200,JS20,L,5670,L,L,
JIANGXI CHANGHE-AGUSTA,CA-109 Power,A109,L,3175,L,L,
JIANGXI CHANGHE-AGUSTA,Power,A109,L,3175,L,L,
JIHLAVAN,Skyleader GP One,GP1,L,600,L,L,
JIHLAVAN,Rapid 500,KP5,L,600,L,L,
JODEL,D-19,D18,L,460,L,L,
JUNKERS,Ju-52/3m,JU52,M,10990,L,L,
JUNQUA,Ibis,RJ03,L,0,L,L,
JURCA,Spit,MJ10,L,0,L,L,
JURCA,MJ-12 P-40,MJ12,L,0,L,L,
JURCA,MJ-100 Spitfire Replica,MJ1H,L,0,L,L,
JURCA,MJ-3 Dart,MJ3,L,0,L,L,
JURCA,Shadow,MJ4,L,0,L,L,
JURCA,Sirocco,MJ5,L,0,L,L,
JURCA,MJ-53 Autan,MJ53,L,0,L,L,
JURCA,MJ-55 Biso,MJ55,L,0,L,L,
