ICAO CODE,IATA CODE,ALTERNATIVE CODE,LOCATION SERVED,AIRPORT,ALTERNATIVE NAME,HISTORICAL NAME,COUNTRY,TYPE,USER,NOTES,ICAO REGION
EBVS,-,-,VEURNE,VEURNE/SINT-AUGUSTINUS HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBVU,-,-,ROTSELAAR,ROTSELAAR HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBWA,-,-,WAASMUNSTER,WAASMUNSTER HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBWE,-,-,WEELDE,WEELDE AIR BASE,-,-,BELGIUM,,,-,E
EBWI,-,-,WINGENE,WINGENE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBWZ,-,-,WINGENE,WINGENE/ZWEVEZELE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBYP,-,-,YPRES,REGIONAAL ZIEKENHUIS JAN YPERMAN VZW HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBZH,-,-,KIEWIT,KIEWIT AIRFIELD,-,-,BELGIUM,,,-,E
EBZI,-,-,ZINGEM,ZINGEM HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBZM,-,-,ZOMERGEM,ZOMERGEM HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBZO,-,-,ZANDVOORDE,ZONNEBEKE/ZANDVOORDE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBZR,OBL,-,ZOERSEL / OOSTMALLE,OOSTMALLE AIRFIELD,-,-,BELGIUM,,,-,E
EBZU,-,-,ZUIENKERKE,ZUIENKERKE AIRFIELD,-,-,BELGIUM,,,-,E
EBZW,-,-,GENK,ZWARTBERG AIRFIELD,-,-,BELGIUM,,,-,E
EDAC,AOC,-,ALTENBURG,LEIPZIG-ALTENBURG AIRPORT,-,ALTENBURG-NOBITZ AIRPORT,GERMANY,,,-,E
EDBO,-,-,-,OBERPFAFFENHOFEN AIRPORT,-,-,GERMANY,,,-,E
EDDB,-,-,-,BERLIN BRANDENBURG AIRPORT,-,-,GERMANY,,,-,E
EDDC,-,-,-,DRESDEN AIRPORT,-,-,GERMANY,,,-,E
EDDF,-,-,-,FRANKFURT AIRPORT,-,-,GERMANY,,,-,E
EDDG,-,-,-,MÜNSTER OSNABRÜCK INTERNATIONAL AIRPORT,-,-,GERMANY,,,-,E
EDDH,-,-,-,HAMBURG AIRPORT,-,-,GERMANY,,,-,E
EDDK,-,-,-,COLOGNE BONN AIRPORT,-,-,GERMANY,,,-,E
EDDL,-,-,-,DÜSSELDORF AIRPORT,-,-,GERMANY,,,-,E
EDDM,-,-,-,MUNICH AIRPORT,-,-,GERMANY,,,-,E
EDDN,-,-,-,NUREMBERG AIRPORT,-,-,GERMANY,,,-,E
EDDP,-,-,-,LEIPZIG/HALLE AIRPORT,-,-,GERMANY,,,-,E
EDDR,-,-,-,SAARBRÜCKEN AIRPORT,-,-,GERMANY,,,-,E
EDDS,-,-,-,STUTTGART AIRPORT,-,-,GERMANY,,,-,E
EDDT,-,-,-,BERLIN TEGEL AIRPORT,-,-,GERMANY,,,-,E
EDDV,-,-,-,HANNOVER AIRPORT,-,-,GERMANY,,,-,E
EDDW,-,-,-,BREMEN AIRPORT,-,-,GERMANY,,,-,E
EDFH,-,-,-,FRANKFURT-HAHN AIRPORT,-,-,GERMANY,,,-,E
EDFM,-,-,-,MANNHEIM CITY AIRPORT,-,-,GERMANY,,,-,E
EDKA,AAH,-,AACHEN,AACHEN MERZBRUCK AIRFIELD,-,-,GERMANY,,,-,E
EDLN,-,-,-,DÜSSELDORF MÖNCHENGLADBACH AIRPORT,-,-,GERMANY,,,-,E
EDLP,-,-,-,PADERBORN LIPPSTADT AIRPORT,-,-,GERMANY,,,-,E
EDRZ,-,-,-,ZWEIBRÜCKEN AIRPORT,-,-,GERMANY,,,-,E
EDSB,-,-,-,KARLSRUHE/BADEN-BADEN AIRPORT,-,-,GERMANY,,,-,E
EDVK,-,-,-,KASSEL AIRPORT,-,-,GERMANY,,,-,E
EDWE,-,-,-,EMDEN AIRPORT,-,-,GERMANY,,,-,E
EDXH,-,-,-,HELIGOLAND AIRPORT,-,-,GERMANY,HELIPORT,,-,E
EDXW,-,-,-,SYLT AIRPORT,-,-,GERMANY,,,-,E
EECL,-,-,-,TALLINN/CITY HALL HELIPORT,-,-,ESTONIA,HELIPORT,,-,E
EETN,-,-,-,TALLINN AIRPORT,-,-,ESTONIA,,,-,E
EFHF,-,-,-,HELSINKI-MALMI AIRPORT,-,-,FINLAND,,,-,E
EFHK,-,-,-,HELSINKI-VANTAA AIRPORT,-,-,FINLAND,,,-,E
EFHV,-,-,-,HYVINKÄÄ AIRFIELD,-,-,FINLAND,,,-,E
EFJY,-,-,-,JYVÄSKYLÄ AIRPORT,-,-,FINLAND,,,-,E
EFTU,-,-,-,TURKU AIRPORT,-,-,FINLAND,,,-,E
EGAA,BFS,-,BELFAST,BELFAST INTERNATIONAL AIRPORT,ALDERGROVE AIRPORT,RAF ALDERGROVE,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGAB,ENK,-,ENNISKILLEN,ENNISKILLEN AIRPORT,ENNISKILLEN/ST ANGELO AIRPORT,ST ANGELO BARRACKS,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGAC,BHD,-,BELFAST,GEORGE BEST BELFAST CITY AIRPORT,BELFAST CITY AIRPORT,SYDENHAM AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGAD,-,EGG55,NEWTOWNARDS,NEWTOWNARDS AIRPORT,NEWTOWARDS AERODROME,RAF NEWTOWNARDS,UNITED KINGDOM,AIRPORT,PUBLIC,NO. 1 AIDU CODE,E
EGAE,LDY,-,DERRY,CITY OF DERRY AIRPORT,LONDONDERRY EGLINTON AIRPORT,RAF EGLINTON,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGBB,BHX,-,BIRMINGHAM,BIRMINGHAM AIRPORT,BIRMINGHAM INTERNATIONAL AIRPORT,ELMDON AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGBC,-,-,CHELTENHAM,CHELTENHAM RACECOURSE HELIPORT,CHELTENHAM RACECOURSE,-,UNITED KINGDOM,HELIPORT,PUBLIC,-,E
EGBD,-,EGC64,DERBY,DERBY AIRFIELD,DERBY AERODROME,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGBE,CVT,-,COVENTRY,COVENTRY AIRPORT,-,BAGINTON AERODROME,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGBF,-,-,BEDFORD,BEDFORD AERODROME,BEDFORD AUTODROME,RAE BEDFORD,UNITED KINGDOM,AIRPORT,PRIVATE,-,E
EGBG,LRC,-,LEICESTER,LEICESTER AIRPORT,-,STOUGHTON AERODROME,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGBJ,GLO,-,GLOUCESTER,GLOUCESTERSHIRE AIRPORT,GLOUCESTER AIRPORT,STAVERTON AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGBK,ORM,-,SYWELL,SYWELL AERODROME,NORTHAMPTON/SYWELL AERODROME,RAF SYWELL,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGBM,-,-,TATENHILL,TATENHILL AIRFIELD,-,RAF TATENHILL,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGBN,NQT,-,NOTTINGHAM,NOTTINGHAM CITY AIRPORT,NOTTINGHAM AIRPORT,RAF TOLLERTON,UNITED KINGDOM,AIRPORT,PRIVATE,-,E
EGBO,-,-,WOLVERHAMPTON,WOLVERHAMPTON HALFPENNY GREEN AIRPORT,HALFPENNY GREEN AIRPORT,RAF BOBBINGTON,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGBP,GBA,-,KEMBLE,COTSWOLD AIRPORT,KEMBLE AIRFIELD,RAF KEMBLE,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGBR,-,-,BREIGHTON,BREIGHTON AERODROME,-,RAF BREIGHTON,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGBS,-,-,LEOMINSTER,SHOBDON AERODROME,-,RAF SHOBDON,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGBT,-,EGJ24,BRACKLEY,TURWESTON AERODROME,TURWESTON FLIGHT CENTRE,RAF TURWESTON,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGBV,-,-,SILVERSTONE,SILVERSTONE HELIPORT,SILVERSTONE CIRCUIT,RAF SILVERSTONE,UNITED KINGDOM,HELIPORT,PRIVATE,-,E
EGBW,-,-,WELLESBOURNE,WELLESBOURNE MOUNTFORD AERODROME,WELLESBOURNE AIRFIELD,RAF WELLESBOURNE MOUNTFORD,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGCA,-,-,APPERKNOWLE,COAL ASTON AIRFIELD,APPERKNOWLE AIRSTRIP,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGCB,-,EGF98,MANCHESTER,MANCHESTER BARTON AERODROME,CITY AIRPORT,BARTON AERODROME,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGCC,MAN,-,MANCHESTER,MANCHESTER AIRPORT,MANCHESTER RINGWAY AIRPORT,RAF RINGWAY,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGCF,-,-,SCUNTHORPE,SANDTOFT AIRFIELD,SANDTOFT AERODROME,RAF SANDTOFT,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGCG,-,-,STRUBBY,STRUBBY NORTH AIRFIELD,STRUBBY AIRFIELD,RAF STRUBBY,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGCJ,-,EGI13,SHERBURN-IN-ELMET,SHERBURN-IN-ELMET AIRFIELD,SHERBURN AIRFIELD,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGCK,-,-,CAERNARFON,CAERNARFON AIRPORT,MAES AWYR CAERNARFON,RAF LLANDWROG,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGCL,-,EGD34,SPALDING,FENLAND AIRFIELD,FENLAND AERODROME,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGCM,-,-,CHURCH FENTON,LEEDS EAST AIRPORT,-,RAF CHURCH FENTON,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGCN,DSA,-,DONCASTER,DONCASTER SHEFFIELD AIRPORT,ROBIN HOOD AIRPORT,RAF FINNINGLEY,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGCO,-,-,SOUTHPORT,SOUTHPORT (BIRKDALE SANDS) LANDING GROUND,SOUTHPORT / BIRKDALE SANDS II,BIRKDALE SANDS AERODROME,UNITED KINGDOM,BEACH STRIP,PUBLIC,-,E
EGCR,-,-,WINSFORD,ASHCROFT AIRFIELD,BRYAN'S LANDING,-,UNITED KINGDOM,AIRSTRIP,PRIVATE,,E
EGCS,-,EGI81,STURGATE,STURGATE AIRFIELD,-,RAF STURGATE,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGCV,-,EGI32,SHREWSBURY,SLEAP AIRFIELD,SHROPSHIRE AERO CLUB,RAF SLEAP,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGCW,-,-,WELSHPOOL,MID-WALES AIRPORT,WELSHPOOL AIRPORT,-,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGDC,-,-,BRAUNTON,RMB CHIVENOR,-,RAF CHIVENOR,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGDD,-,-,BICESTER,BICESTER AIRFIELD,BICESTER AERODROME,RAF BICESTER,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGDI,-,-,ILMINSTER,RNAS MERRYFIELD,-,-,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGDJ,UPV,EGJ29,UPAVON,TRENCHARD LINES,-,RAF UPAVON,UNITED KINGDOM,AIRFIELD,MILITARY,NO. 1 AIDU CODE,E
EGDL,LYE,-,LYNEHAM,MOD LYNEHAM,-,RAF LYNEHAM,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGDM,-,-,AMESBURY,MOD BOSCOMBE DOWN,-,RAF BOSCOMBE DOWN,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGDN,-,-,NETHERAVON,NETHERAVON AIRFIELD,-,AAC NETHERAVON,UNITED KINGDOM,AIRSTRIP,MILITARY,-,E
EGDO,-,-,MULLION,RNAS PREDANNACK,PREDANNACK AIRFIELD,RAF PREDANNACK,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGDP,-,-,PORTLAND HARBOUR,PORTLAND HELIPORT,-,RNAS PORTLAND,UNITED KINGDOM,HELIPORT,PUBLIC,-,E
EGDR,-,-,HELSTON,RNAS CULDROSE,HMS SEAHAWK,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGDS,-,-,BULFORD,BULFORD AIRSTRIP,SALISBURY PLAIN AERODROME,-,UNITED KINGDOM,AIRSTRIP,PRIVATE,-,E
EGDT,-,-,WROUGHTON,SCIENCE AND INNOVATION PARK,NATIONAL COLLECTIONS CENTRE,RAF WROUGHTON,UNITED KINGDOM,AIRSTRIP,PRIVATE,-,E
EGDV,-,-,HULLAVINGTON,HULLAVINGTON AIRPORT,-,RAF HULLAVINGTON,UNITED KINGDOM,AIRSTRIP,PRIVATE,-,E
EGDY,YEO,-,YEOVIL,RNAS YEOVILTON,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGEC,CAL,-,CAMPBELTOWN,CAMPBELTOWN AIRPORT,PORT-ADHAIR CHEANN LOCH CHILLE CHIRAIN,RAF MACHRIHANISH,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGED,EOI,EGD02,EDAY,EDAY AIRPORT,EDAY LONDON AIRPORT,-,UNITED KINGDOM,AIRPORT,PUBLIC,NO. 1 AIDU CODE,E
EGEF,FIE,EGD23,FAIR ISLE,FAIR ISLE AIRPORT,FAIR ISLE AERODROME,-,UNITED KINGDOM,AIRSTRIP,PRIVATE,NO. 1 AIDU CODE,E
EGEH,WHS,-,WHALSAY,WHALSAY AIRSTRIP,-,-,UNITED KINGDOM,AIRSTRIP,PUBLIC,-,E
EGEI,SKL,-,ASHAIG,ISLE OF SKYE (BROADFORD) AIRFIELD,ASHAIG AIRSTRIP,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGEL,COL,-,COLL,COLL AIRPORT,COLL ISLAND AIRPORT,-,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGEN,NRL,EGG64,NORTH RONALDSAY,NORTH RONALDSAY AIRPORT,NORTH RONALDSAY AERODROME,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGEO,OBN,-,OBAN,OBAN AIRPORT,NORTH CONNEL AIRPORT,RAF CONNEL,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGEP,PPW,EGG99,PAPA WESTRAY,PAPA WESTRAY AIRPORT,PAPA WESTRAY AERODROME,-,UNITED KINGDOM,AIRSTRIP,PUBLIC,NO. 1 AIDU CODE,E
EGER,SOY,EGI80,STRONSAY,STRONSAY AIRPORT,STRONSAY AERODROME,-,UNITED KINGDOM,AIRSTRIP,PUBLIC,NO. 1 AIDU CODE,E
EGES,NDY,-,SANDAY,SANDAY AIRPORT,SANDAY AERODROME,-,UNITED KINGDOM,AIRSTRIP,PUBLIC,-,E
EGET,LWK,EGF24,LERWICK,TINGWALL AIRPORT,LERWICK/TINGWALL AIRPORT,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGEW,WRY,EGJ63,WESTRAY,WESTRAY AIRPORT,WESTRAY AERODROME,-,UNITED KINGDOM,AIRSTRIP,PUBLIC,NO. 1 AIDU CODE,E
EGEY,CSA,-,COLONSAY AND ORONSAY,COLONSAY AIRPORT,-,-,UNITED KINGDOM,AIRSTRIP,PUBLIC,-,E
EGFA,-,-,CARDIGAN,WEST WALES AIRPORT,ABERPORTH AIRPORT,RAF ABERPORTH,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGFC,-,-,CARDIFF CITY,CARDIFF HELIPORT,CARDIFF CITY HELIPORT,-,UNITED KINGDOM,HELIPORT,PRIVATE,-,E
EGFE,HAW,-,HAVERFORDWEST,HAVERFORDWEST AIRPORT,WITHYBUSH AIRPORT,RAF HAVERFORDWEST,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGFF,CWL,-,CARDIFF,CARDIFF AIRPORT,MAES AWYR CAERDYDD,RAF RHOOSE,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGFH,SWS,-,SWANSEA,SWANSEA AIRPORT,MAES AWYR ABERTAWE,RAF FAIRWOOD COMMON,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGFP,-,EGH05,PEMBREY,PEMBREY AIRPORT,PEMBREY WEST WALES AIRPORT,RAF PEMBREY,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGFR,-,-,LLANBEDR,LLANBEDR AIRPORT,-,RAF LLANBEDR,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGGD,BRS,-,BRISTOL,BRISTOL AIRPORT,BRISTOL (LULSGATE) AIRPORT,RAF LULSGATE BOTTOM,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGGP,LPL,-,LIVERPOOL,LIVERPOOL JOHN LENNON AIRPORT,LIVERPOOL AIRPORT,RAF SPEKE,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGGW,LTN,-,LUTON,LONDON LUTON AIRPORT,LUTON AIRPORT,LUTON MUNICIPAL AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGHA,-,-,SHAFTESBURY,COMPTON ABBAS AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGHC,LEQ,EGF08,ST JUST,LAND'S END AIRPORT,AYRBORTH PENN AN WLAS,-,UNITED KINGDOM,AIRPORT,PRIVATE,NO. 1 AIDU CODE,E
EGHE,ISC,EGH96,ST MARY'S,ST MARY'S AIRPORT,ISLES OF SCILLY AIRPORT,-,UNITED KINGDOM,AIRPORT,PUBLIC,NO. 1 AIDU CODE,E
EGHF,-,-,GOSPORT,SOLENT AIRPORT DAEDALUS,LEE-ON-SOLENT AIRFIELD,RNAS LEE-ON-SOLENT (HMS DAEDALUS),UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGHG,-,EGK10,YEOVIL,YEOVIL AERODROME,YEOVIL/WESTLAND AERODROME,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGHH,BOH,-,BOURNEMOUTH,BOURNEMOUTH AIRPORT,BOURNEMOUTH INTERNATIONAL AIRPORT,RAF HURN,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGHI,SOU,-,SOUTHAMPTON,SOUTHAMPTON AIRPORT,SOUTHAMPTON INTERNATIONAL AIRPORT,RNAS EASTLEIGH (HMS RAVEN),UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGHJ,BBP,-,ISLE OF WIGHT,BEMBRIDGE AIRPORT,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGHK,-,-,PENZANCE,PENZANCE HELIPORT,-,-,UNITED KINGDOM,HELIPORT,PUBLIC,-,E
EGHL,QLA,EGF15,LASHAM,LASHAM AIRFIELD,-,RAF LASHAM,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGHN,-,-,SANDOWN,ISLE OF WIGHT/SANDOWN AIRPORT,ISLE OF WIGHT AIRPORT - SANDOWN,-,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGHO,-,-,THRUXTON,THRUXTON AERODROME,-,RAF THRUXTON,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGHP,-,EGH32,POPHAM,POPHAM AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGHQ,NQY,-,CORNWALL,CORNWALL AIRPORT NEWQUAY,NEWQUAY AIRPORT,RAF ST MAWGAN,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGHR,QUG,EGC01,CHICHESTER,CHICHESTER/GOODWOOD AIRPORT,GOODWOOD AERODROME,RAF WESTHAMPNETT,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGHS,-,EGE23,HENSTRIDGE,HENSTRIDGE AIRFIELD,-,RNAS HENSTRIDGE (HMS DIPPER),UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGHT,-,-,TRESCO,TRESCO HELIPORT,-,-,UNITED KINGDOM,HELIPORT,PUBLIC,-,E
EGHU,-,EGC91,GREAT TORRINGTON,EAGLESCOTT AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGHY,-,EGJ21,TRURO,TRURO AERODROME,TRURO AIRFIELD,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGJA,ACI,-,ALDERNEY,ALDERNEY AIRPORT,-,-,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGJB,GCI,-,GUERNSEY,GUERNSEY AIRPORT,-,-,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGJJ,JER,-,JERSEY,JERSEY AIRPORT,-,RNAS JERSEY,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGKA,ESH,-,SHOREHAM-BY-SEA,BRIGHTON CITY AIRPORT,SHOREHAM AIRPORT,-,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGKB,BQH,-,BROMLEY,LONDON BIGGIN HILL AIRPORT,BIGGIN HILL AIRPORT,RAF BIGGIN HILL,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGKE,-,-,CHALLOCK,CHALLOCK AIRFIELD,KENT GLIDING CENTRE,-,UNITED KINGDOM,AIRSTRIP,PRIVATE,-,E
EGKG,-,-,GOODWOOD RACECOURSE,GOODWOOD RACECOURSE HELIPORT,-,-,UNITED KINGDOM,HELIPORT,PUBLIC,-,E
EGKH,-,EGF16,HEADCORN,HEADCORN AERODROME,LASHENDEN (HEADCORN) AIRFIELD,RAF LASHENDEN,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGKK,LGW,-,GATWICK,LONDON GATWICK AIRPORT,GATWICK AIRPORT,RAF GATWICK,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGKN,-,-,CROYDON,MOD KENLEY,KENLEY AIRFIELD,RAF KENLEY,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGKR,KRH,EGH62,REDHILL,REDHILL AERODROME,-,RAF REDHILL,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGKT,-,-,KIRKNEWTON,KIRKNEWTON AIRFIELD,-,RAF KIRKNEWTON,UNITED KINGDOM,AIRFIELD,MILITARY,MOD STATION,E
EGLA,-,-,BODMIN,BODMIN AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGLC,LCY,-,LONDON,LONDON CITY AIRPORT,-,-,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGLD,-,EGC62,DENHAM,DENHAM AERODROME,-,RAF DENHAM,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGLF,FAB,-,FARNBOROUGH,FARNBOROUGH AIRPORT,TAG FARNBOROUGH AIRPORT,RAE FARNBOROUGH,UNITED KINGDOM,AIRPORT,PRIVATE,-,E
EGLG,-,-,WELWYN GARDEN CITY,PANSHANGER AERODROME,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGLJ,-,-,CHARLGROVE,CHALGROVE AIRFIELD,-,USAAF STATION AAF-465,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGLK,BBS,-,YATELEY,BLACKBUSHE AIRPORT,-,RAF BLACKBUSHE,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGLL,LHR,-,LONDON,HEATHROW AIRPORT,LONDON HEATHROW AIRPORT,LONDON AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGLM,-,EGJ70,MAIDENHEAD,WHITE WALTHAM AIRFIELD,-,RAF WHITE WALTHAM,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGLS,-,-,SALISBURY,OLD SARUM AIRFIELD,-,RAF OLD SARUM,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGLT,-,-,ASCOT RACECOURSE,ASCOT RACECOURSE HELIPORT,-,-,UNITED KINGDOM,HELIPORT,PRIVATE,-,E
EGLW,-,-,BATTERSEA,LONDON HELIPORT,LONDON EDMISTON HELIPORT,BATTERSEA HELIPORT,UNITED KINGDOM,HELIPORT,PUBLIC,-,E
EGMA,-,EGD48,FOWLMERE,FOWLMERE AIRFIELD,-,RAF FOWLMERE,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGMC,SEN,-,SOUTHEND,LONDON SOUTHEND AIRPORT,SOUTHEND AIRPORT,RAF ROCHFORD,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGMD,LYX,-,LYDD,LONDON ASHFORD AIRPORT,LYDD AIRPORT,LYDD FERRYFIELD,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGMJ,-,EGF30,ST NEOTS,LITTLE GRANSDEN AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGML,-,-,HORNCHURCH,DAMYNS HALL AERODROME,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNB,-,-,BROUGH,BROUGH AERODROME,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNC,CAX,-,CARLISLE,CARLISLE LAKE DISTRICT AIRPORT,CARLISLE AIRPORT,RAF CROSBY-ON-EDEN,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGND,-,-,HUDDERSFIELD,CROSLAND MOOR AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNE,-,-,RETFORD,RETFORD GAMSTON AIRPORT,GAMSTON AIRPORT,RAF GAMSTON,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNF,-,EGG42,WORKSOP,NETHERTHORPE AIRFIELD,-,RAF NETHERTHORPE,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGNG,-,EGA50,BAGBY,BAGBY AIRFIELD,BAGBY INTERNATIONAL,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGNH,BLK,-,BLACKPOOL,BLACKPOOL AIRPORT,BLACKPOOL INTERNATIONAL AIRPORT,SQUIRES GATE AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNJ,HUY,-,HULL,HUMBERSIDE AIRPORT,-,RAF KIRMINGTON,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNL,BWF,-,BARROW-IN-FURNESS,WALNEY AERODROME,BARROW/WALNEY ISLAND AIRPORT,RAF WALNEY ISLAND,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNM,LBA,-,YORKSHIRE,LEEDS BRADFORD AIRPORT,-,RAF YEADON,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
